STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,COUNTY,StateAbbr,StateDesc,Location,E_TOTPOP,M_TOTPOP,E_DAYPOP,SPL_EJI,RPL_EJI,SPL_SER,RPL_SER,EPL_OZONE,EPL_PM,EPL_DSLPM,EPL_TOTCR,SPL_EBM_THEME1,RPL_EBM_DOM1,EPL_NPL,EPL_TRI,EPL_TSD,EPL_RMP,EPL_COAL,EPL_LEAD,SPL_EBM_THEME2,RPL_EBM_DOM2,EPL_PARK,EPL_HOUAGE,EPL_WLKIND,SPL_EBM_THEME3,RPL_EBM_DOM3,EPL_RAIL,EPL_ROAD,EPL_AIRPRT,SPL_EBM_THEME4,RPL_EBM_DOM4,EPL_IMPWTR,SPL_EBM_THEME5,RPL_EBM_DOM5,SPL_EBM,RPL_EBM,EPL_MINRTY,SPL_SVM_DOM1,RPL_SVM_DOM1,EPL_POV200,EPL_NOHSDP,EPL_UNEMP,EPL_RENTER,EPL_HOUBDN,EPL_UNINSUR,EPL_NOINT,SPL_SVM_DOM2,RPL_SVM_DOM2,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_LIMENG,SPL_SVM_DOM3,RPL_SVM_DOM3,EPL_MOBILE,EPL_GROUPQ,SPL_SVM_DOM4,RPL_SVM_DOM4,SPL_SVM,RPL_SVM,F_BPHIGH,F_ASTHMA,F_CANCER,F_MHLTH,F_DIABETES,F_HVM,RPL_HVM,E_OZONE,E_PM,E_DSLPM,E_TOTCR,E_NPL,E_TRI,E_TSD,E_RMP,E_COAL,E_LEAD,E_PARK,E_HOUAGE,E_WLKIND,E_RAIL,E_ROAD,E_AIRPRT,E_IMPWTR,EP_MINRTY,EP_POV200,EP_NOHSDP,EP_UNEMP,EP_RENTER,EP_HOUBDN,EP_UNINSUR,EP_NOINT,EP_AGE65,EP_AGE17,EP_DISABL,EP_LIMENG,EP_MOBILE,EP_GROUPQ,EP_BPHIGH,EP_ASTHMA,EP_CANCER,EP_MHLTH,EP_DIABETES,EPL_BPHIGH,EPL_ASTHMA,EPL_CANCER,EPL_DIABETES,EPL_MHLTH
35,43,10718,1400000US35043010718,35043010718,107.18,Sandoval,NM,New Mexico,"Census Tract 107.18, Sandoval County, New Mexico",7565,772,7889,0.1957,0.0148,0.1957,0.0246,0,0.0648,0.2465,0.2323,0.5436,0.0731,0,0,0,0,0,0,0,0,1,0.0176,0.5895,1.6071,0.5394,0,0.2753,0,0.2753,0.0932,0.3738,0.3738,0.3738,2.7998,0.0137,0.6597,0.6597,0.6597,0.1971,0.166,0.4029,0.0735,0.3666,0.0996,0.0625,1.3682,0.0944,0.2573,0.971,0.3436,0.477,2.0489,0.538,0.6175,0,0.6175,0.349,4.6943,0.182,0,0,0,0,0,0,0,0,6.46,0.23,24.89,0,0,0,0,0,0,0,2.45,8,0,12.96,0,29.34,46.9,15.2441,3.9,4.1,9.2,22.5413,2.1,4.1,11.5,34.2,10.4,1.2,2.2,0,24.1,9.2,5.8,11.7,8.4,0.1024,0.3389,0.3102,0.2073,0.238
35,43,10717,1400000US35043010717,35043010717,107.17,Sandoval,NM,New Mexico,"Census Tract 107.17, Sandoval County, New Mexico",9701,666,6364,0.3428,0.0441,0.3428,0.0721,0,0.0491,0.2465,0.1864,0.482,0.0634,0,0,0,0,0,0,0,0,0.8127,0.0231,0.396,1.2318,0.2078,0,0.7124,0,0.7124,0.2849,0.3657,0.3657,0.3657,2.7919,0.0135,0.7326,0.7326,0.7326,0.3804,0.3465,0.9256,0.3944,0.5321,0.1896,0.1096,2.8782,0.366,0.3222,0.7008,0.71,0.4203,2.1533,0.6289,0,0,0,0,5.7641,0.3293,0,0,0,0,0,0,0,0,6.25,0.23,23.68,0,0,0,0,0,0,3.17,3.18,11,0,95.92,0,28.3,57.6,24.1521,6.9,12.2,25.5,27.2082,3.2,5.7,12.7,25,15.9,0.9,0,0,23.4,9.5,5.1,12.8,8.3,0.0834,0.4269,0.1933,0.1954,0.362
35,43,10716,1400000US35043010716,35043010716,107.16,Sandoval,NM,New Mexico,"Census Tract 107.16, Sandoval County, New Mexico",6403,601,9156,1.866,0.7734,1.266,0.7073,0,0.087,0.5371,0.3187,0.9428,0.1497,0,0.7773,0,0.9505,0,0,1.7278,0.8343,0.45,0.2582,0.5401,1.2483,0.2191,0,0.7666,0,0.7666,0.3209,0.6634,0.6634,0.6634,5.3489,0.3664,0.6784,0.6784,0.6784,0.6596,0.6623,0.5953,0.644,0.734,0.5295,0.7341,4.5588,0.725,0.9755,0.1347,0.9436,0.6454,2.6992,0.9403,0.7342,0.9333,1.6675,0.9511,9.6039,0.8996,1,0,1,0,1,3,0.6,0,6.69,0.43,27.05,0,85.12999999999998,0,82.37,0,0,92.97000000000001,39.5,8.58,0,100,0,75.76999999999998,49.5,38.6261,14,5.6,41.8,34.9305,7.5,24.2,34.6,15.3,23.5,2.7,6.7,7.5,35.5,10.1,9.7,12.8,13.6,0.7002,0.5987,0.9619,0.7812,0.362
35,43,10715,1400000US35043010715,35043010715,107.15,Sandoval,NM,New Mexico,"Census Tract 107.15, Sandoval County, New Mexico",3577,326,1532,0.9998,0.3547,0.7998,0.355,0,0.0808,0.5501,0.3283,0.9592,0.154,0,0.5091,0,0.8042,0,0,1.3133,0.6909,0.4036,0.1511,0.3628,0.9175,0.0583,0,0.4206,0,0.4206,0.1352,0.6524,0.6524,0.6524,4.263,0.1482,0.6464,0.6464,0.6464,0.462,0.1428,0.9031,0.5283,0.5864,0.4687,0.6097,3.701,0.5474,0.955,0.1992,0.9392,0.2137,2.3071,0.7487,0.6671,0.4452,1.1123,0.7018,7.7668,0.6516,0,0,1,0,0,1,0.2,0,6.63,0.44,27.29,0,15.9,0,15.9,0,0,99.32,25.86,11.58,0,35.43,0,73.94,45.2,28.0224,3.5,11.1,33.4,29,6.6,19.8,29.6,17.2,23.2,0.2,3.6,0.2,33,9.9,8.5,12.5,12.1,0.5657,0.5445,0.8794,0.6563,0.3268
35,43,10714,1400000US35043010714,35043010714,107.14,Sandoval,NM,New Mexico,"Census Tract 107.14, Sandoval County, New Mexico",4552,333,2850,0.5949,0.133,0.5949,0.207,0,0.0817,0.5237,0.3255,0.9309,0.1466,0,0.4764,0,0.751,0,0,1.2274,0.6654,0.3853,0.0428,0.4775,0.9056,0.0551,0,0.5874,0,0.5874,0.2091,0.5595,0.5595,0.5595,4.2108,0.1404,0.6201,0.6201,0.6201,0.3359,0.1261,0.5721,0.6218,0.5324,0.0996,0.1735,2.4614,0.2812,0.7983,0.365,0.6597,0.5727,2.3957,0.8074,0.5234,0.5527,1.0761,0.6912,6.5533,0.4545,0,0,0,0,0,0,0,0,6.64,0.42,27.22,0,11.29,0,6.99,0,0,100,6.24,9.5,0,70.92,0,57.87,41.8,22.0044,3.2,5.4,40,27.2193,2.1,7.6,21.2,20.2,15,1.9,0.9,0.4,29,9.7,7.2,12.4,10.3,0.3259,0.4859,0.6113,0.4476,0.3156
35,43,10713,1400000US35043010713,35043010713,107.13,Sandoval,NM,New Mexico,"Census Tract 107.13, Sandoval County, New Mexico",5823,770,1837,0.6923,0.1801,0.6923,0.2743,0,0.0611,0.1792,0.0912,0.3315,0.0418,0,0,0,0,0,0,0,0,0.457,0.0895,0.7186,1.2651,0.2321,0,0,0,0,0,0.491,0.491,0.491,2.0876,0.0018,0.7564,0.7564,0.7564,0.646,0.6394,0.9127,0.3004,0.8446,0.2234,0.3558,3.9223,0.5962,0.3454,0.4573,0.6885,0.6918,2.183,0.6531,0.7735,0.3832,1.1567,0.7167,8.0184,0.6905,0,0,0,0,0,0,0,0,6.42,0.19,20.47,0,0,0,0,0,0,91.44,15.08,6.54,0,0,0,46.23,61.7,37.7946,13.3,11.5,20.8,41.126,3.6,12.5,13.1,21.5,15.5,3.4,9,0.1,26.7,10.2,5.3,14.8,9.7,0.2035,0.6245,0.2235,0.3693,0.5944
35,43,10712,1400000US35043010712,35043010712,107.12,Sandoval,NM,New Mexico,"Census Tract 107.12, Sandoval County, New Mexico",5054,430,2327,0.3942,0.0583,0.3942,0.0936,0,0.0689,0.2465,0.1059,0.4213,0.0545,0,0,0,0,0,0,0,0,0.4171,0.3027,0.5625,1.2823,0.2461,0,0,0,0,0,0.6697,0.6697,0.6697,2.3733,0.0043,0.6636,0.6636,0.6636,0.4212,0.444,0.2424,0.5297,0.6697,0.5964,0.3413,3.2447,0.4464,0.4397,0.487,0.4962,0.1916,1.6145,0.1998,0.6313,0,0.6313,0.3539,6.1541,0.3899,0,0,0,0,0,0,0,0,6.51,0.23,21.03,0,0,0,0,0,0,98.16,44.02,8.29,0,0,0,76.9,47.4,26.1146,8.7,3,33.5,32.1296,8.6,12.1,14.7,21.9,12.5,0.1,2.5,0,26.5,9.7,5.8,13.4,9.1,0.1942,0.4859,0.3102,0.293,0.4322
35,43,10705,1400000US35043010705,35043010705,107.05,Sandoval,NM,New Mexico,"Census Tract 107.05, Sandoval County, New Mexico",5047,481,4035,0.2352,0.0212,0.2352,0.0352,0,0.0738,0.4583,0.2886,0.8207,0.1209,0,0,0,0,0,0,0,0,0.4507,0.0643,0.5295,1.0445,0.1028,0,0,0,0,0,0.6283,0.6283,0.6283,2.4935,0.0062,0.6281,0.6281,0.6281,0.3542,0.2628,0.4029,0.1018,0.7136,0.4964,0.2466,2.5783,0.3041,0.7376,0.2728,0.4528,0.399,1.8622,0.3734,0,0,0,0,5.0686,0.229,0,0,0,0,0,0,0,0,6.56,0.37,26.32,0,0,0,0,0,0,92.84,10.16,8.71,0,0,0,69.63,42.7,22.9047,5.5,4.1,11,33.995,7,9.6,19.8,18.7,11.9,0.8,0,0,27.8,9.4,6.5,12.2,9,0.2591,0.3966,0.4494,0.2798,0.2921
35,43,10703,1400000US35043010703,35043010703,107.03,Sandoval,NM,New Mexico,"Census Tract 107.03, Sandoval County, New Mexico",9875,663,15288,0.4025,0.0607,0.4025,0.0974,0,0.0817,0.3993,0.2712,0.7522,0.1075,0,0.6781,0,0.804,0,0,1.4821,0.7453,0.6066,0.0359,0.6274,1.2699,0.236,0,0.4737,0,0.4737,0.1541,0.3398,0.3398,0.3398,4.3177,0.1566,0.6847,0.6847,0.6847,0.3076,0.2439,0.5605,0.1776,0.4059,0.0779,0.3413,2.1147,0.2143,0.5497,0.4278,0.6597,0.2137,1.8509,0.3642,0.5427,0,0.5427,0.2831,5.193,0.2459,0,0,0,0,0,0,0,0,6.64,0.33,25.89,0,55.51,0,15.84,0,0,47.01,5.08,7.54,0,45.9,0,24.71,50.4,20.6333,5.2,5.3,15,23.5744,1.8,12.1,16.5,21.1,15,0.2,1.1,0,24.1,9.3,5.8,12,8.4,0.1024,0.3679,0.3102,0.2073,0.27
35,43,10702,1400000US35043010702,35043010702,107.02,Sandoval,NM,New Mexico,"Census Tract 107.02, Sandoval County, New Mexico",7044,628,5093,0.707,0.1873,0.707,0.2849,0,0.0689,0.4853,0.2262,0.7804,0.1127,0,0.4612,0,0.7031,0,0,1.1643,0.6501,0.6561,0.0409,0.6419,1.3389,0.2936,0.3027,0.7666,0,1.0693,0.5154,0.3819,0.3819,0.3819,4.7348,0.2325,0.6597,0.6597,0.6597,0.2399,0.5462,0.4307,0.0765,0.3673,0.4891,0.2624,2.4121,0.2705,0.8136,0.0598,0.71,0.4935,2.0769,0.5635,0.6175,0.9121,1.5296,0.8927,6.6783,0.4745,0,0,0,0,0,0,0,0,6.51,0.39,24.74,0,9.53,0,3.16,0,0,32.13,5.9,7.38,4.78,100,0,30.29,46.9,17.3321,10.9,4.3,9.4,22.5614,6.9,10,21.6,10.7,15.9,1.3,2.2,5.5,28.5,9.7,7.2,12.3,10.4,0.2973,0.4859,0.6113,0.4605,0.3036
35,43,10602,1400000US35043010602,35043010602,106.02,Sandoval,NM,New Mexico,"Census Tract 106.02, Sandoval County, New Mexico",3883,269,1418,0.6318,0.1502,0.4318,0.1117,0,0.087,0.4987,0.3144,0.9001,0.1393,0,0.638,0,0.8896,0,0,1.5276,0.762,0.6529,0.0657,0.8017,1.5203,0.4626,0,0.4936,0,0.4936,0.1622,0.6259,0.6259,0.6259,5.0675,0.3035,0.4476,0.4476,0.4476,0.1146,0.0778,0.3007,0.0527,0.1794,0.3364,0.1188,1.1804,0.0704,0.9758,0.0554,0.5981,0.2137,1.843,0.3578,0.7735,0,0.7735,0.4578,4.2445,0.1283,0,0,1,0,0,1,0.2,0,6.69,0.4,26.95,0,44.09,0,45.41,0,0,33.08,10.44,5.67,0,50.03,0,69.21,25.4,11.0224,2.3,3.4,7.7,17.5069,4.9,6,34.7,10.2,14,0.2,9,0,29.5,8.9,8.5,9.3,9.5,0.355,0.2567,0.8794,0.344,0.0457
35,43,10601,1400000US35043010601,35043010601,106.01,Sandoval,NM,New Mexico,"Census Tract 106.01, Sandoval County, New Mexico",4705,270,3365,0.6138,0.1417,0.4138,0.1028,0,0.0882,0.5237,0.3271,0.939,0.1486,0,0.2818,0,0.6202,0,0,0.902,0.5774,0.6403,0.3409,0.6034,1.5846,0.5205,0.4388,0.3083,0,0.7471,0.3076,0.6395,0.6395,0.6395,4.8122,0.2487,0.5625,0.5625,0.5625,0.1269,0.1851,0.1343,0.0843,0.2613,0.2059,0.2286,1.2264,0.0761,0.9042,0.3393,0.4024,0,1.6459,0.2181,0.6795,0.4452,1.1247,0.7053,4.5595,0.1651,0,0,1,0,0,1,0.2,0,6.7,0.42,27.26,0,0.03,0,0.03,0,0,36.71,47.64,7.83,24.16,17.4,0,71.44,35.6,11.6897,4.2,2.2,9.9,19.7466,3.4,9.1,25,19.8,11.2,0,4.1,0.2,30.6,9,8.3,9.9,10.1,0.4213,0.2831,0.8508,0.4209,0.0786
35,43,10503,1400000US35043010503,35043010503,105.03,Sandoval,NM,New Mexico,"Census Tract 105.03, Sandoval County, New Mexico",3790,423,5727,1.3119,0.5306,1.1119,0.6036,0,0.0541,0.5371,0.1429,0.7341,0.1042,0,0.7204,0,0,0,0,0.7204,0.4444,0.5462,0.3242,0.3684,1.2388,0.2124,0.7465,0.7666,0,1.5131,0.7518,0.4451,0.4451,0.4451,4.6515,0.2161,0.8524,0.8524,0.8524,0.677,0.8444,0.9103,0.5064,0.2971,0.8295,0.8726,4.9373,0.794,0.6796,0.4725,0.8548,0.7944,2.8013,0.9639,0.9812,0,0.9812,0.6481,9.5722,0.8958,0,0,0,0,1,1,0.2,0,6.32,0.43,22.3,0,68.46,0,0,0,0,66.26,46.06,11.5,95.6,100,0,39.41,79.79999999999998,39.7098,22.2,11.4,32,20.697,14.5,31.7,18.7,21.7,19.4,6,40.6,0,31,9.9,6.1,14.3,14.6,0.446,0.5445,0.3665,0.8406,0.538
35,41,402,1400000US35041000402,35041000402,4.02,Roosevelt,NM,New Mexico,"Census Tract 4.02, Roosevelt County, New Mexico",3799,361,1622,1.3177,0.5337,0.9177,0.4503,0,0.0428,0.0125,0.0548,0.1101,0.0182,0,0.2785,0,0.6312,0,0,0.9097,0.5785,0.8352,0.3296,0.9715,2.1363,0.8876,0.2851,0.2426,0.85,1.3777,0.6666,0,0,0,4.5338,0.1942,0.5331,0.5331,0.5331,0.6843,0.8042,0.0484,0.4636,0.3092,0.8323,0.6906,3.8326,0.5774,0.5809,0.6249,0.9147,0.7994,2.9199,0.9817,0.9605,0,0.9605,0.6242,8.2461,0.7235,0,1,0,1,0,2,0.4,0,6.14,0.05,18.65,0,0.01,0,0.22,0,0,1.26,46.58,3.28,2.75,8.61,0.17,0,32.9,40.1444,19.8,1.3,29.3,21.0267,14.6,22.5,17,23.8,21.8,6.2,32.3,0,30.8,10.4,6.7,15.6,11.2,0.4334,0.6732,0.4939,0.5598,0.6768
35,41,401,1400000US35041000401,35041000401,4.01,Roosevelt,NM,New Mexico,"Census Tract 4.01, Roosevelt County, New Mexico",3162,346,2462,1.4254,0.5874,1.0254,0.5386,0,0.0336,0.0178,0.0559,0.1073,0.0177,0,0.3083,0,0,0,0,0.3083,0.2299,0.8378,0.3988,0.9453,2.1819,0.9081,0.3246,0.2344,0.8611,1.4201,0.6922,0,0,0,4.0176,0.113,0.6629,0.6629,0.6629,0.722,0.8303,0.7663,0.4281,0.2229,0.8154,0.7118,4.4968,0.7131,0.4151,0.8264,0.5918,0.9177,2.751,0.9534,0.9602,0.8574,1.8176,0.9866,9.7283,0.9124,0,1,0,1,0,2,0.4,0,5.92,0.06,18.71,0,0.48,0,0,0,0,1.07,52.78,3.83,7.62,7.49,0.6,0,47.3,42.6081,21.3,7.6,27.3,18.7075,14,23.3,14.3,27.5,13.9,14.2,32.2,3.3,31.1,10.6,6.6,15.9,11.9,0.4524,0.718,0.471,0.6363,0.7053
35,41,300,1400000US35041000300,35041000300,3,Roosevelt,NM,New Mexico,"Census Tract 3, Roosevelt County, New Mexico",4457,442,5053,1.1343,0.4324,0.9343,0.4639,0,0.0567,0.0655,0.0636,0.1858,0.0281,0,0.7538,0,0,0,0,0.7538,0.4636,1,0.3979,0.6246,2.0225,0.8293,0.7333,0.7512,0,1.4845,0.7331,0,0,0,4.4466,0.1784,0.6967,0.6967,0.6967,0.6772,0.6557,0.9552,0.7197,0.2029,0.5163,0.4441,4.1711,0.6492,0.2212,0.3854,0.7491,0.5232,1.8789,0.3871,0.7554,0.9703,1.7257,0.9686,8.4724,0.7559,0,0,0,1,0,1,0.2,0,6.36,0.12,19.17,0,78.48,0,0,0,0,0,52.7,7.58,92.97000000000001,99.59,0,0,52.1,39.7195,13.8,14.5,48.4,18.1688,7.3,14.9,10.8,20.5,16.7,1.5,7.9,19.9,20.3,10.1,4.6,15.5,6.4,0.0363,0.5987,0.1239,0.0536,0.6678
35,41,200,1400000US35041000200,35041000200,2,Roosevelt,NM,New Mexico,"Census Tract 2, Roosevelt County, New Mexico",3600,393,3399,1.7529,0.732,1.1529,0.6318,0,0.059,0.0549,0.0628,0.1767,0.027,0,0.6852,0,0,0,0,0.6852,0.4231,1,0.626,0.5895,2.2155,0.9227,0.6693,0.6011,0,1.2704,0.6092,0,0,0,4.3478,0.1613,0.8001,0.8001,0.8001,0.9063,0.952,0.942,0.6368,0.8327,0.7315,0.6993,5.7006,0.9137,0.2573,0.7568,0.8832,0.8935,2.7908,0.962,0.9012,0.8299,1.7311,0.9701,11.0226,0.9916,0,1,0,1,1,3,0.6,0,6.39,0.11,19.13,0,57.62,0,0,0,0,0,71.92,8,77.44,74.09,0,0,69.7,59.566,34.4,13.3,41.2,40.3315,11.5,22.8,11.5,26,20.4,11.7,20.7,2.7,30.2,10.9,5,18.4,14.2,0.3971,0.7741,0.1785,0.8189,0.8799
35,41,100,1400000US35041000100,35041000100,1,Roosevelt,NM,New Mexico,"Census Tract 1, Roosevelt County, New Mexico",3870,445,4860,1.0456,0.3819,1.0456,0.5538,0,0.0583,0.078,0.063,0.1993,0.0297,0,0.6203,0,0,0,0,0.6203,0.3817,1,0.3747,0.4735,1.8482,0.7196,0.5513,0.7666,0,1.3179,0.6337,0,0,0,3.9857,0.1083,0.5982,0.5982,0.5982,0.934,0.5547,0.6173,0.8076,0.9411,0.584,0.7245,5.1632,0.8312,0.5319,0.7243,0.8961,0.6526,2.8049,0.9646,0.7735,0.6572,1.4307,0.8411,9.997,0.9373,0,0,0,0,0,0,0,0,6.38,0.13,19.14,0,39.41,0,0,0,0,0,50.7,9.54,46.77,100,0,0,39.3,63.6953,11.1,5.8,57.6,49.9033,8.4,23.8,16.2,25.4,20.9,2.8,9,0.8,28.4,10.3,6.1,15.3,9.6,0.2913,0.6494,0.3665,0.3566,0.6465
35,39,944100,1400000US35039944100,35039944100,9441,Rio Arriba,NM,New Mexico,"Census Tract 9441, Rio Arriba County, New Mexico",6176,519,4791,1.1796,0.4579,0.9796,0.5018,0,0.0127,0.0462,0.0516,0.1105,0.0183,0,0,0,0,0,0,0,0,1,0.3602,0.8306,2.1908,0.912,0,0.3747,0.9314,1.3061,0.6279,0.2086,0.2086,0.2086,3.816,0.0876,0.925,0.925,0.925,0.8055,0.6687,0.5844,0.2245,0.3726,0.7234,0.979,4.3581,0.6868,0.4826,0.5761,0.6774,0.6217,2.3578,0.7838,0.9821,0.9121,1.8942,0.9947,9.5351,0.892,0,0,0,0,1,1,0.2,0,5.21,0.1,18.46,0,0,0,0,0,0,0,49.48,5.3,0,27.5,16.65,7.79,92.3,48.8874,14.2,5.5,17.2,22.71,11.3,47.8,15.4,23.1,15.3,2.4,41.1,5.5,30.1,10.2,5.6,14.9,14.7,0.3907,0.6245,0.2747,0.8456,0.6058
35,39,941000,1400000US35039941000,35039941000,9410,Rio Arriba,NM,New Mexico,"Census Tract 9410, Rio Arriba County, New Mexico",4652,852,4191,1.556,0.6476,0.956,0.4822,0.325,0.0075,0.0042,0.0095,0.3462,0.0436,0,0,0,0,0,0,0,0,0.6992,0.2626,0.9589,1.9207,0.7662,0,0.183,0,0.183,0.0699,0.2024,0.2024,0.2024,2.6523,0.0099,0.9407,0.9407,0.9407,0.9342,0.7449,0.9866,0.4817,0.0175,0.7195,0.9886,4.873,0.7827,0.4519,0.8387,0.744,0.7183,2.7529,0.9538,0.9521,0.5876,1.5397,0.8976,10.1063,0.9461,0,1,0,1,1,3,0.6,0.33,4.83,0.03,14.77,0,0,0,0,0,0,21.31,39.97,3.56,0,0.81,0,7.13,94.5,63.716,17,20.7,30.4,9.5571,11.2,52.7,14.9,27.8,16.6,3.9,30.1,0.5,29.3,15.6,5.4,23.5,15.4,0.3432,0.9945,0.2406,0.8759,0.989
35,39,940800,1400000US35039940800,35039940800,9408,Rio Arriba,NM,New Mexico,"Census Tract 9408, Rio Arriba County, New Mexico",5176,478,2335,0.9069,0.298,0.7069,0.2848,0,0.011,0.0125,0.0538,0.0773,0.0131,0.9318,0,0,0,0,0,0.9318,0.5839,0.6588,0.3169,0.8328,1.8085,0.6926,0,0.2113,0,0.2113,0.0767,0.1387,0.1387,0.1387,3.1676,0.0312,0.8571,0.8571,0.8571,0.6631,0.4127,0.159,0.3329,0.1538,0.6855,0.915,3.322,0.4639,0.6281,0.465,0.6296,0.5498,2.2725,0.7238,0.9614,0.5072,1.4686,0.8618,7.9202,0.6757,0,0,0,0,1,1,0.2,0,5.09,0.05,18.59,1.94,0,0,0,0,0,31.36,45.35,5.28,0,4.36,0,0.91,80.79999999999998,38.8427,8.1,2.4,22.4,16.6961,10.4,35.4,17.8,21.6,14.5,1.7,32.6,0.3,29.4,10.3,6.4,13.7,14.2,0.349,0.6494,0.4287,0.8189,0.4677
35,39,940700,1400000US35039940700,35039940700,9407,Rio Arriba,NM,New Mexico,"Census Tract 9407, Rio Arriba County, New Mexico",3569,371,7556,1.4665,0.6071,1.2665,0.7077,0,0.0147,0.0549,0.0597,0.1293,0.021,0.9874,0,0,0,0,0,0.9874,0.6041,1,0.4526,0.6114,2.064,0.8524,0,0.672,0.8993,1.5713,0.8901,0.2249,0.2249,0.2249,4.9769,0.2841,0.8617,0.8617,0.8617,0.8247,0.88,0.5844,0.6775,0.6921,0.7937,0.9726,5.425,0.8734,0.7607,0.4725,0.8351,0.7082,2.7765,0.9587,0.9467,0.7238,1.6705,0.952,10.7337,0.9824,0,0,0,0,1,1,0.2,0,5.32,0.11,18.95,71.11,0,0,0,0,0,0,57.45,7.72,0,89.31999999999998,5.15,9.65,81.7,50.6387,24.9,5.5,44.6,33.0372,13.3,45.7,20.3,21.7,18.8,3.7,28.7,1.3,31.2,9.9,5.9,15.4,17.4,0.4583,0.5445,0.3289,0.9332,0.6567
35,39,500,1400000US35039000500,35039000500,5,Rio Arriba,NM,New Mexico,"Census Tract 5, Rio Arriba County, New Mexico",3706,706,3209,1.0188,0.3662,0.8188,0.3698,0,0.0029,0.0005,0.0023,0.0057,0.0006,0,0,0,0,0,0,0,0,0.6057,0.3106,0.756,1.6723,0.593,0.2674,0,0,0.2674,0.0907,0.3135,0.3135,0.3135,2.2589,0.0031,0.817,0.817,0.817,0.8533,0.3801,0.9925,0.182,0.3202,0.3861,0.9713,4.0855,0.6318,0.9009,0.1796,0.8668,0.2502,2.1975,0.6656,0.9294,0.8839,1.8133,0.986,8.9133,0.8157,0,0,0,0,1,1,0.2,0,4.45,0.02,12.95,0,0,0,0,0,0,47.26,44.77,6.17,1.05,0,0,21.24,72.9,53.4296,7.5,23.5,15.2,21.3115,5.5,45.2,24.8,16.7,19.8,0.3,25.2,4.1,34.1,9.4,7.3,13.4,17.3,0.6276,0.3966,0.6363,0.9314,0.4322
35,39,400,1400000US35039000400,35039000400,4,Rio Arriba,NM,New Mexico,"Census Tract 4, Rio Arriba County, New Mexico",4235,778,2558,0.9165,0.3039,0.7165,0.2917,0,0.003,0.0005,0.0089,0.0124,0.0016,0,0,0,0,0,0.9963,0.9963,0.6085,0.4649,0.3364,0.9595,1.7608,0.659,0.2759,0.2001,0,0.476,0.1551,0.3241,0.3241,0.3241,3.5696,0.0616,0.9147,0.9147,0.9147,0.5145,0.5681,0.9306,0.2817,0.0486,0.4474,0.9534,3.7443,0.5573,0.7607,0.435,0.1814,0.2502,1.6273,0.2071,0.9929,0.5072,1.5001,0.8782,7.7864,0.6549,0,0,0,0,1,1,0.2,0,4.46,0.02,14.68,0,0,0,0,0,0.2,89.51,47.22,3.54,1.75,2.8,0,22.51,90.7,30.673,11.4,12.5,19.9,12.3835,6.3,40.9,20.3,21.2,8.1,0.3,51.5,0.3,30,9.3,6.3,13.5,16.1,0.385,0.3679,0.4075,0.9006,0.4444
35,39,300,1400000US35039000300,35039000300,3,Rio Arriba,NM,New Mexico,"Census Tract 3, Rio Arriba County, New Mexico",5536,724,4071,0.8854,0.2857,0.6854,0.2693,0,0.0111,0.0178,0.0326,0.0615,0.0099,0,0,0,0,0,0,0,0,0.627,0.2613,0.9548,1.8431,0.7158,0,0.3251,0,0.3251,0.1079,0.2864,0.2864,0.2864,2.5161,0.0067,0.8991,0.8991,0.8991,0.5945,0.7031,0.2424,0.4139,0.1702,0.3622,0.7628,3.2491,0.4474,0.5679,0.9217,0.2349,0.562,2.2865,0.7342,0.9963,0.5072,1.5035,0.88,7.9382,0.6787,0,0,0,0,1,1,0.2,0,5.1,0.06,17.15,0,0,0,0,0,0,40.56,39.83,3.63,0,19.89,0,17.63,88.2,34.8038,15.4,3,26.5,17.2237,5.2,25.4,16.8,30.7,8.9,1.8,59,0.3,26.3,9.2,5.3,13.9,14.5,0.1848,0.3389,0.2235,0.8353,0.4916
35,39,200,1400000US35039000200,35039000200,2,Rio Arriba,NM,New Mexico,"Census Tract 2, Rio Arriba County, New Mexico",3019,630,2385,1.1291,0.4294,0.9291,0.4593,0,0.0081,0.0042,0.0292,0.0415,0.0061,0,0,0,0,0,0,0,0,0.6416,0.4517,0.8218,1.9151,0.7627,0,0,0.8681,0.8681,0.4247,0.3359,0.3359,0.3359,3.1606,0.0308,0.9126,0.9126,0.9126,0.7331,0.6861,0.0804,0.397,0.4095,0.7846,0.9932,4.0839,0.6314,0.9199,0.7008,0.9829,0.5727,3.1763,0.9966,0.9746,0.4452,1.4198,0.8352,9.5926,0.8983,0,0,0,0,1,1,0.2,0,4.86,0.03,16.9,0,0,0,0,0,0,36.3,57.37,5.42,0,0,0.96,24.08,90.4,43.3587,14.8,1.7,25.6,23.6676,13,57.1,26,25,28.3,1.9,37.5,0.2,32.3,9.8,6.2,14.8,16.9,0.5238,0.5157,0.3868,0.9228,0.5944
